zip_code,cases,cases_norm,week,cases_change,cases_norm_change
97305,811,2018.6,2020-09-30,53,131.89999999999986
97306,255,932.0,2020-09-30,17,62.10000000000002
97317,283,1162.0,2020-09-30,16,65.70000000000005
97321,119,477.4,2020-09-30,5,20.099999999999966
97322,210,616.9,2020-09-30,28,82.19999999999993
97324,5,n/a,2020-09-30,0,0
97325,43,650.1,2020-09-30,3,45.30000000000007
97327,5,n/a,2020-09-30,0,0
97330,152,366.5,2020-09-30,14,33.69999999999999
97331,27,1121.3,2020-09-30,4,166.19999999999993
97333,65,304.1,2020-09-30,6,28.100000000000023
97338,56,279.4,2020-09-30,2,10
97341,5,n/a,2020-09-30,0,0
97344,5,n/a,2020-09-30,0,0
97347,5,n/a,2020-09-30,0,0
97348,5,n/a,2020-09-30,0,0
97351,95,921.7,2020-09-30,8,77.60000000000002
97352,21,374.7,2020-09-30,1,17.80000000000001
97355,105,367.0,2020-09-30,8,28
97358,5,n/a,2020-09-30,5,0
97360,5,n/a,2020-09-30,0,0
97361,66,586.2,2020-09-30,7,62.10000000000002
97362,60,1383.1,2020-09-30,4,92.19999999999982
97365,315,2931.9,2020-09-30,2,18.59999999999991
97366,10,684.9,2020-09-30,0,0
97367,92,977.1,2020-09-30,5,53.10000000000002
97368,5,n/a,2020-09-30,0,0
97370,33,399.0,2020-09-30,2,24.19999999999999
97374,13,246.9,2020-09-30,1,19
97375,14,1118.2,2020-09-30,2,159.70000000000005
97376,5,n/a,2020-09-30,0,0
97378,29,326.5,2020-09-30,0,0
97380,14,571.7,2020-09-30,1,40.90000000000009
97381,120,815.7,2020-09-30,10,68
97383,61,636.3,2020-09-30,4,41.69999999999993
97385,24,736.9,2020-09-30,0,0
97386,24,176.9,2020-09-30,5,36.900000000000006
97389,5,n/a,2020-09-30,0,0
97391,19,355.5,2020-09-30,1,18.69999999999999
97392,35,674.2,2020-09-30,3,57.700000000000045
97394,5,n/a,2020-09-30,0,0
97396,5,n/a,2020-09-30,0,0
97401,246,607.1,2020-09-30,90,222.10000000000002
97402,199,395.3,2020-09-30,33,65.60000000000002
97403,42,361.4,2020-09-30,9,77.5
97404,106,328.6,2020-09-30,16,49.60000000000002
97405,89,199.4,2020-09-30,19,42.599999999999994
97408,51,435.5,2020-09-30,7,59.80000000000001
97411,5,n/a,2020-09-30,0,0
97415,22,156.6,2020-09-30,0,0
97417,5,n/a,2020-09-30,0,0
97419,5,n/a,2020-09-30,0,0
97420,71,258.4,2020-09-30,10,36.39999999999998
97423,13,190.9,2020-09-30,0,0
97424,40,227.4,2020-09-30,5,28.5
97426,18,185.3,2020-09-30,2,20.600000000000023
97431,5,n/a,2020-09-30,0,0
97435,5,n/a,2020-09-30,0,0
97437,5,n/a,2020-09-30,0,0
97438,5,n/a,2020-09-30,0,0
97439,22,153.4,2020-09-30,0,0
97442,5,n/a,2020-09-30,0,0
97443,5,n/a,2020-09-30,0,0
97444,5,n/a,2020-09-30,0,0
97446,33,685.8,2020-09-30,1,20.799999999999955
97448,18,147.0,2020-09-30,2,16.30000000000001
97449,5,n/a,2020-09-30,5,0
97452,5,n/a,2020-09-30,0,0
97454,5,n/a,2020-09-30,5,0
97455,5,n/a,2020-09-30,0,0
97456,5,n/a,2020-09-30,0,0
97457,27,264.5,2020-09-30,3,29.400000000000006
97458,5,n/a,2020-09-30,0,0
97459,57,404.4,2020-09-30,2,14.199999999999989
97462,13,330.1,2020-09-30,1,25.400000000000034
97463,5,n/a,2020-09-30,0,0
97465,5,n/a,2020-09-30,0,0
97467,5,n/a,2020-09-30,0,0
97469,5,n/a,2020-09-30,0,0
97470,38,190.1,2020-09-30,1,5
97471,51,175.3,2020-09-30,7,24.100000000000023
97477,123,333.6,2020-09-30,17,46.10000000000002
97478,150,405.3,2020-09-30,15,40.5
97479,43,452.4,2020-09-30,1,10.5
97487,28,331.4,2020-09-30,11,130.2
97488,5,n/a,2020-09-30,0,0
97495,5,n/a,2020-09-30,0,0
97496,10,131.0,2020-09-30,0,0
97497,0,0,2020-09-30,0,0
97498,5,n/a,2020-09-30,0,0
97499,5,n/a,2020-09-30,0,0
97501,402,954.5,2020-09-30,30,71.20000000000005
97502,122,440.5,2020-09-30,8,28.899999999999977
97503,154,1462.8,2020-09-30,13,123.5
97504,215,483.8,2020-09-30,29,65.30000000000001
97520,62,253.4,2020-09-30,9,36.80000000000001
97523,12,191.6,2020-09-30,2,32
97524,59,408.1,2020-09-30,4,27.700000000000045
97525,18,391.2,2020-09-30,1,21.69999999999999
97526,83,242.7,2020-09-30,6,17.599999999999994
97527,79,234.3,2020-09-30,2,5.900000000000006
97530,19,274.7,2020-09-30,0,0
97532,5,n/a,2020-09-30,0,0
97535,29,574.6,2020-09-30,2,39.60000000000002
97537,19,274.6,2020-09-30,2,28.900000000000034
97538,0,0,2020-09-30,0,0
97539,5,n/a,2020-09-30,0,0
97540,48,605.3,2020-09-30,8,100.89999999999998
97541,5,n/a,2020-09-30,0,0
97544,0,0,2020-09-30,0,0
97601,118,525.4,2020-09-30,3,13.399999999999977
97603,97,328.5,2020-09-30,2,6.699999999999989
97623,5,n/a,2020-09-30,0,0
97624,18,514.3,2020-09-30,0,0
97630,32,627.9,2020-09-30,5,98.10000000000002
97632,5,n/a,2020-09-30,0,0
97633,13,955.2,2020-09-30,0,0
97641,0,0,2020-09-30,0,0
97701,223,378.0,2020-09-30,17,28.80000000000001
97702,269,662.8,2020-09-30,24,59.09999999999991
97703,116,349.5,2020-09-30,11,33.10000000000002
97707,5,n/a,2020-09-30,0,0
97708,5,n/a,2020-09-30,0,0
97720,5,n/a,2020-09-30,0,0
97734,27,969.1,2020-09-30,6,215.30000000000007
97738,5,n/a,2020-09-30,0,0
97739,24,217.8,2020-09-30,4,36.30000000000001
97741,183,1536.3,2020-09-30,9,75.59999999999991
97753,5,n/a,2020-09-30,0,0
97754,59,317.6,2020-09-30,2,10.700000000000045
97756,163,485.8,2020-09-30,14,41.69999999999999
97759,28,444.9,2020-09-30,3,47.69999999999999
97760,29,429.2,2020-09-30,4,59.19999999999999
97761,315,7900.7,2020-09-30,11,275.89999999999964
97801,604,2806.6,2020-09-30,32,148.69999999999982
97813,10,768.0,2020-09-30,0,0
97814,88,710.7,2020-09-30,4,32.30000000000007
97818,355,8535.7,2020-09-30,14,336.60000000000036
97820,0,0,2020-09-30,0,0
97824,10,602.0,2020-09-30,0,0
97826,25,2304.1,2020-09-30,0,0
97827,15,570.8,2020-09-30,1,38.09999999999991
97828,15,480.2,2020-09-30,0,0
97836,11,554.7,2020-09-30,0,0
97838,1545,6095.6,2020-09-30,17,67
97844,131,3441.9,2020-09-30,1,26.200000000000273
97845,5,n/a,2020-09-30,0,0
97846,5,n/a,2020-09-30,0,0
97850,386,2276.6,2020-09-30,7,41.29999999999973
97862,157,1345.8,2020-09-30,9,77.20000000000005
97865,5,n/a,2020-09-30,0,0
97868,22,1105.0,2020-09-30,0,0
97869,5,n/a,2020-09-30,0,0
97875,132,5057.5,2020-09-30,5,191.60000000000036
97882,462,5953.6,2020-09-30,5,64.40000000000055
97883,11,444.8,2020-09-30,1,40.400000000000034
97885,5,n/a,2020-09-30,0,0
97886,13,1140.4,2020-09-30,1,87.80000000000018
97913,267,4830.8,2020-09-30,22,398
97914,1209,6295.2,2020-09-30,59,307.1999999999998
97918,123,2711.0,2020-09-30,11,242.4000000000001
97002,48,853.6,2020-10-07,0,0
97003,263,1016.1,2020-10-07,23,88.89999999999998
97004,24,546.9,2020-10-07,1,22.699999999999932
97005,319,1280.8,2020-10-07,17,68.20000000000005
97006,391,620.3,2020-10-07,33,52.39999999999998
97007,359,536.2,2020-10-07,20,29.900000000000034
97008,214,738.7,2020-10-07,15,51.80000000000007
97009,64,824.5,2020-10-07,1,12.899999999999977
97013,278,1225.3,2020-10-07,7,30.799999999999955
97014,5,n/a,2020-10-07,0,0
97015,207,1060.4,2020-10-07,11,56.40000000000009
97016,32,526.1,2020-10-07,2,32.900000000000034
97017,5,n/a,2020-10-07,0,0
97018,12,614.8,2020-10-07,2,102.5
97019,34,1075.6,2020-10-07,0,0
97021,5,n/a,2020-10-07,0,0
97022,24,644.8,2020-10-07,3,80.59999999999991
97023,54,549.2,2020-10-07,2,20.300000000000068
97024,241,2353.1,2020-10-07,6,58.59999999999991
97026,132,3460.0,2020-10-07,6,157.19999999999982
97027,56,461.6,2020-10-07,2,16.5
97030,541,1474.4,2020-10-07,27,73.60000000000014
97031,198,1077.6,2020-10-07,2,10.899999999999864
97032,118,2339.9,2020-10-07,3,59.5
97034,84,444.3,2020-10-07,8,42.30000000000001
97035,99,414.0,2020-10-07,8,33.39999999999998
97038,112,741.1,2020-10-07,4,26.5
97040,10,803.9,2020-10-07,0,0
97041,36,1278.0,2020-10-07,0,0
97042,22,752.7,2020-10-07,3,102.70000000000005
97045,363,706.8,2020-10-07,16,31.199999999999932
97048,39,582.9,2020-10-07,2,29.899999999999977
97049,5,n/a,2020-10-07,0,0
97051,69,432.4,2020-10-07,12,75.19999999999999
97053,5,n/a,2020-10-07,0,0
97054,5,n/a,2020-10-07,0,0
97055,78,449.6,2020-10-07,3,17.30000000000001
97056,40,347.9,2020-10-07,9,78.29999999999995
97058,263,1325.7,2020-10-07,11,55.40000000000009
97060,281,1323.8,2020-10-07,21,98.89999999999986
97062,281,1024.3,2020-10-07,14,51.09999999999991
97063,5,n/a,2020-10-07,0,0
97064,12,346.4,2020-10-07,0,0
97067,13,608.0,2020-10-07,0,0
97068,103,363.9,2020-10-07,9,31.799999999999955
97070,174,830.3,2020-10-07,12,57.299999999999955
97071,1093,3794.7,2020-10-07,37,128.39999999999964
97078,275,1283.2,2020-10-07,4,18.700000000000045
97080,572,1398.9,2020-10-07,24,58.700000000000045
97086,239,918.9,2020-10-07,13,50
97089,106,884.4,2020-10-07,16,133.5
97101,27,711.6,2020-10-07,0,0
97103,73,433.0,2020-10-07,3,17.80000000000001
97106,33,725.3,2020-10-07,4,87.89999999999998
97107,0,n/a,2020-10-07,0,0
97110,5,n/a,2020-10-07,0,0
97111,16,507.0,2020-10-07,1,31.69999999999999
97112,0,n/a,2020-10-07,0,0
97113,302,2133.5,2020-10-07,15,105.90000000000009
97114,54,1134.0,2020-10-07,5,105
97115,24,579.9,2020-10-07,1,24.199999999999932
97116,314,1302.7,2020-10-07,18,74.70000000000005
97119,19,429.9,2020-10-07,1,22.69999999999999
97121,12,867.7,2020-10-07,2,144.60000000000002
97123,641,1439.3,2020-10-07,24,53.899999999999864
97124,395,817.0,2020-10-07,25,51.700000000000045
97127,34,909.1,2020-10-07,5,133.70000000000005
97128,434,1200.9,2020-10-07,30,83.10000000000014
97131,5,n/a,2020-10-07,0,0
97132,174,615.3,2020-10-07,10,35.299999999999955
97133,13,325.0,2020-10-07,0,0
97136,5,n/a,2020-10-07,0,0
97137,5,n/a,2020-10-07,0,0
97138,30,299.4,2020-10-07,1,10
97140,96,409.0,2020-10-07,5,21.30000000000001
97141,36,274.0,2020-10-07,0,0
97146,84,1422.5,2020-10-07,4,67.70000000000005
97148,19,557.8,2020-10-07,0,0
97201,74,477.9,2020-10-07,4,25.799999999999955
97202,179,461.8,2020-10-07,6,15.5
97203,341,1098.5,2020-10-07,16,51.5
97204,5,n/a,2020-10-07,0,0
97205,25,325.2,2020-10-07,2,26
97206,309,649.2,2020-10-07,8,16.800000000000068
97209,141,943.1,2020-10-07,14,93.60000000000002
97210,47,431.7,2020-10-07,2,18.399999999999977
97211,196,627.1,2020-10-07,7,22.399999999999977
97212,100,414.5,2020-10-07,10,41.5
97213,147,503.1,2020-10-07,6,20.5
97214,155,650.9,2020-10-07,2,8.399999999999977
97215,114,696.2,2020-10-07,5,30.600000000000023
97216,172,1103.0,2020-10-07,7,44.90000000000009
97217,201,639.4,2020-10-07,12,38.19999999999993
97218,191,1311.7,2020-10-07,3,20.600000000000136
97219,185,477.9,2020-10-07,10,25.799999999999955
97220,337,1182.7,2020-10-07,10,35.100000000000136
97221,49,421.3,2020-10-07,4,34.400000000000034
97222,235,671.8,2020-10-07,11,31.399999999999977
97223,300,642.4,2020-10-07,13,27.799999999999955
97224,193,620.1,2020-10-07,12,38.5
97225,151,624.6,2020-10-07,8,33.10000000000002
97227,29,753.8,2020-10-07,4,103.89999999999998
97229,255,438.0,2020-10-07,16,27.5
97230,561,1411.2,2020-10-07,27,67.90000000000009
97231,19,443.9,2020-10-07,1,23.299999999999955
97232,44,383.5,2020-10-07,1,8.699999999999989
97233,893,2268.4,2020-10-07,63,160
97236,813,2206.1,2020-10-07,31,84.09999999999991
97239,79,558.3,2020-10-07,6,42.39999999999998
97266,428,1285.3,2020-10-07,31,93.09999999999991
97267,186,603.1,2020-10-07,12,38.89999999999998
97301,820,1532.2,2020-10-07,48,89.70000000000005
97302,250,673.3,2020-10-07,14,37.69999999999993
97303,470,1215.6,2020-10-07,21,54.299999999999955
97304,309,1086.0,2020-10-07,12,42.200000000000045
97305,852,2120.7,2020-10-07,41,102.09999999999991
97306,268,979.5,2020-10-07,13,47.5
97317,295,1211.3,2020-10-07,12,49.299999999999955
97321,128,513.5,2020-10-07,9,36.10000000000002
97322,224,658.1,2020-10-07,14,41.200000000000045
97324,5,n/a,2020-10-07,0,0
97325,45,680.4,2020-10-07,2,30.299999999999955
97327,5,n/a,2020-10-07,0,0
97330,166,400.3,2020-10-07,14,33.80000000000001
97331,27,1121.3,2020-10-07,0,0
97333,75,350.8,2020-10-07,10,46.69999999999999
97338,59,294.3,2020-10-07,3,14.900000000000034
97341,5,n/a,2020-10-07,0,0
97344,5,n/a,2020-10-07,0,0
97347,5,n/a,2020-10-07,0,0
97348,5,n/a,2020-10-07,0,0
97351,101,979.9,2020-10-07,6,58.19999999999993
97352,24,428.3,2020-10-07,3,53.60000000000002
97355,121,422.9,2020-10-07,16,55.89999999999998
97358,5,n/a,2020-10-07,0,0
97360,5,n/a,2020-10-07,0,0
97361,69,612.9,2020-10-07,3,26.699999999999932
97362,66,1521.4,2020-10-07,6,138.30000000000018
97365,316,2941.2,2020-10-07,1,9.299999999999727
97366,10,684.9,2020-10-07,0,0
97367,92,977.1,2020-10-07,0,0
97368,5,n/a,2020-10-07,0,0
97370,39,471.5,2020-10-07,6,72.5
97374,16,303.8,2020-10-07,3,56.900000000000006
97375,14,1118.2,2020-10-07,0,0
97376,5,n/a,2020-10-07,0,0
97378,29,326.5,2020-10-07,0,0
97380,13,530.8,2020-10-07,-1,-40.90000000000009
97381,132,897.3,2020-10-07,12,81.59999999999991
97383,65,678.0,2020-10-07,4,41.700000000000045
97385,24,736.9,2020-10-07,0,0
97386,26,191.6,2020-10-07,2,14.699999999999989
97389,14,835.3,2020-10-07,9,0
97391,21,393.0,2020-10-07,2,37.5
97392,39,751.3,2020-10-07,4,77.09999999999991
97394,5,n/a,2020-10-07,0,0
97396,5,n/a,2020-10-07,0,0
97401,307,757.6,2020-10-07,61,150.5
97402,230,456.9,2020-10-07,31,61.599999999999966
97403,62,533.5,2020-10-07,20,172.10000000000002
97404,134,415.4,2020-10-07,28,86.79999999999995
97405,100,224.0,2020-10-07,11,24.599999999999994
97408,56,478.2,2020-10-07,5,42.69999999999999
97411,5,n/a,2020-10-07,0,0
97415,23,163.7,2020-10-07,1,7.099999999999994
97417,5,n/a,2020-10-07,0,0
97419,5,n/a,2020-10-07,0,0
97420,84,305.8,2020-10-07,13,47.400000000000034
97423,13,190.9,2020-10-07,0,0
97424,50,284.2,2020-10-07,10,56.79999999999998
97426,19,195.6,2020-10-07,1,10.299999999999983
97431,5,n/a,2020-10-07,0,0
97435,5,n/a,2020-10-07,0,0
97437,5,n/a,2020-10-07,0,0
97438,5,n/a,2020-10-07,0,0
97439,25,174.3,2020-10-07,3,20.900000000000006
97442,5,n/a,2020-10-07,0,0
97443,5,n/a,2020-10-07,0,0
97444,5,n/a,2020-10-07,0,0
97446,35,727.3,2020-10-07,2,41.5
97448,26,212.3,2020-10-07,8,65.30000000000001
97449,5,n/a,2020-10-07,0,0
97452,5,n/a,2020-10-07,0,0
97454,5,n/a,2020-10-07,0,0
97455,5,n/a,2020-10-07,0,0
97456,11,368.5,2020-10-07,6,0
97457,29,284.1,2020-10-07,2,19.600000000000023
97458,5,n/a,2020-10-07,0,0
97459,62,439.8,2020-10-07,5,35.400000000000034
97462,13,330.1,2020-10-07,0,0
97463,11,283.7,2020-10-07,6,0
97465,5,n/a,2020-10-07,0,0
97467,5,n/a,2020-10-07,0,0
97469,5,n/a,2020-10-07,0,0
97470,41,205.2,2020-10-07,3,15.099999999999994
97471,61,209.6,2020-10-07,10,34.29999999999998
97477,147,398.7,2020-10-07,24,65.09999999999997
97478,170,459.3,2020-10-07,20,54
97479,49,515.5,2020-10-07,6,63.10000000000002
97487,35,414.3,2020-10-07,7,82.90000000000003
97488,5,n/a,2020-10-07,0,0
97495,5,n/a,2020-10-07,0,0
97496,12,157.2,2020-10-07,2,26.19999999999999
97497,0,n/a,2020-10-07,0,0
97498,5,n/a,2020-10-07,0,0
97499,5,n/a,2020-10-07,0,0
97501,436,1035.2,2020-10-07,34,80.70000000000005
97502,130,469.4,2020-10-07,8,28.899999999999977
97503,171,1624.2,2020-10-07,17,161.4000000000001
97504,245,551.3,2020-10-07,30,67.49999999999994
97520,65,265.6,2020-10-07,3,12.200000000000017
97523,15,239.5,2020-10-07,3,47.900000000000006
97524,64,442.6,2020-10-07,5,34.5
97525,19,413.0,2020-10-07,1,21.80000000000001
97526,93,271.9,2020-10-07,10,29.19999999999999
97527,87,258.1,2020-10-07,8,23.80000000000001
97530,20,289.2,2020-10-07,1,14.5
97532,5,n/a,2020-10-07,0,0
97535,29,574.6,2020-10-07,0,0
97537,22,318.0,2020-10-07,3,43.39999999999998
97538,5,n/a,2020-10-07,5,0
97539,5,n/a,2020-10-07,0,0
97540,49,617.9,2020-10-07,1,12.600000000000023
97541,5,n/a,2020-10-07,0,0
97544,0,n/a,2020-10-07,0,0
97601,127,565.5,2020-10-07,9,40.10000000000002
97603,109,369.2,2020-10-07,12,40.69999999999999
97623,5,n/a,2020-10-07,0,0
97624,21,600.0,2020-10-07,3,85.70000000000005
97630,32,627.9,2020-10-07,0,0
97632,5,n/a,2020-10-07,0,0
97633,13,955.2,2020-10-07,0,0
97641,0,n/a,2020-10-07,0,0
97701,233,395.0,2020-10-07,10,17
97702,285,702.3,2020-10-07,16,39.5
97703,130,391.7,2020-10-07,14,42.19999999999999
97707,10,172.0,2020-10-07,5,0
97708,5,n/a,2020-10-07,0,0
97720,5,n/a,2020-10-07,0,0
97734,28,1005.0,2020-10-07,1,35.89999999999998
97738,5,n/a,2020-10-07,0,0
97739,24,217.8,2020-10-07,0,0
97741,190,1595.0,2020-10-07,7,58.700000000000045
97753,5,n/a,2020-10-07,0,0
97754,60,323.0,2020-10-07,1,5.399999999999977
97756,183,545.4,2020-10-07,20,59.599999999999966
97759,31,492.5,2020-10-07,3,47.60000000000002
97760,29,429.2,2020-10-07,0,0
97761,325,8151.5,2020-10-07,10,250.80000000000018
97801,660,3066.8,2020-10-07,56,260.2000000000003
97813,10,768.0,2020-10-07,0,0
97814,94,759.2,2020-10-07,6,48.5
97818,367,8824.2,2020-10-07,12,288.5
97820,0,n/a,2020-10-07,0,0
97824,11,662.3,2020-10-07,1,60.299999999999955
97826,24,2212.0,2020-10-07,-1,-92.09999999999991
97827,15,570.8,2020-10-07,0,0
97828,15,480.2,2020-10-07,0,0
97836,12,605.1,2020-10-07,1,50.39999999999998
97838,1577,6221.9,2020-10-07,32,126.29999999999927
97844,132,3468.2,2020-10-07,1,26.299999999999727
97845,5,n/a,2020-10-07,0,0
97846,5,n/a,2020-10-07,0,0
97850,386,2276.6,2020-10-07,0,0
97862,161,1380.1,2020-10-07,4,34.299999999999955
97865,5,n/a,2020-10-07,0,0
97868,24,1205.4,2020-10-07,2,100.40000000000009
97869,5,n/a,2020-10-07,0,0
97875,133,5095.8,2020-10-07,1,38.30000000000018
97882,477,6146.9,2020-10-07,15,193.29999999999927
97883,11,444.8,2020-10-07,0,0
97885,11,795.4,2020-10-07,6,0
97886,13,1140.4,2020-10-07,0,0
97913,278,5029.9,2020-10-07,11,199.09999999999945
97914,1253,6524.3,2020-10-07,44,229.10000000000036
97918,131,2887.4,2020-10-07,8,176.4000000000001
97002,51,907.0,2020-10-14,3,53.39999999999998
97003,277,1070.2,2020-10-14,14,54.10000000000002
97004,25,569.7,2020-10-14,1,22.800000000000068
97005,337,1353.1,2020-10-14,18,72.29999999999995
97006,407,645.7,2020-10-14,16,25.40000000000009
97007,381,569.0,2020-10-14,22,32.799999999999955
97008,224,773.2,2020-10-14,10,34.5
97009,70,901.8,2020-10-14,6,77.29999999999995
97013,295,1300.2,2020-10-14,17,74.90000000000009
97014,5,n/a,2020-10-14,0,0
97015,222,1137.2,2020-10-14,15,76.79999999999995
97016,37,608.3,2020-10-14,5,82.19999999999993
97017,5,n/a,2020-10-14,0,0
97018,13,666.0,2020-10-14,1,51.200000000000045
97019,34,1075.6,2020-10-14,0,0
97021,5,n/a,2020-10-14,0,0
97022,31,832.9,2020-10-14,7,188.10000000000002
97023,57,579.7,2020-10-14,3,30.5
97024,258,2519.0,2020-10-14,17,165.9000000000001
97026,132,3460.0,2020-10-14,0,0
97027,61,502.8,2020-10-14,5,41.19999999999999
97030,565,1539.8,2020-10-14,24,65.39999999999986
97031,203,1104.8,2020-10-14,5,27.200000000000045
97032,119,2359.7,2020-10-14,1,19.799999999999727
97034,86,454.9,2020-10-14,2,10.599999999999966
97035,108,451.7,2020-10-14,9,37.69999999999999
97038,117,774.2,2020-10-14,5,33.10000000000002
97040,10,803.9,2020-10-14,0,0
97041,41,1455.4,2020-10-14,5,177.4000000000001
97042,22,752.7,2020-10-14,0,0
97045,391,761.3,2020-10-14,28,54.5
97048,49,732.3,2020-10-14,10,149.39999999999998
97049,5,n/a,2020-10-14,0,0
97051,72,451.2,2020-10-14,3,18.80000000000001
97053,5,n/a,2020-10-14,0,0
97054,5,n/a,2020-10-14,0,0
97055,88,507.2,2020-10-14,10,57.599999999999966
97056,44,382.7,2020-10-14,4,34.80000000000001
97058,288,1451.8,2020-10-14,25,126.09999999999991
97060,294,1385.1,2020-10-14,13,61.299999999999955
97062,300,1093.5,2020-10-14,19,69.20000000000005
97063,5,n/a,2020-10-14,0,0
97064,12,346.4,2020-10-14,0,0
97067,13,608.0,2020-10-14,0,0
97068,107,378.0,2020-10-14,4,14.100000000000023
97070,180,858.9,2020-10-14,6,28.600000000000023
97071,1116,3874.6,2020-10-14,23,79.90000000000009
97078,295,1376.5,2020-10-14,20,93.29999999999995
97080,608,1487.0,2020-10-14,36,88.09999999999991
97086,258,991.9,2020-10-14,19,73
97089,115,959.5,2020-10-14,9,75.10000000000002
97101,30,790.7,2020-10-14,3,79.10000000000002
97103,76,450.8,2020-10-14,3,17.80000000000001
97106,33,725.3,2020-10-14,0,0
97107,0,0,2020-10-14,0,0
97110,5,n/a,2020-10-14,0,0
97111,19,602.0,2020-10-14,3,95
97112,0,0,2020-10-14,0,0
97113,338,2387.8,2020-10-14,36,254.30000000000018
97114,57,1197.0,2020-10-14,3,63
97115,30,724.8,2020-10-14,6,144.89999999999998
97116,335,1389.8,2020-10-14,21,87.09999999999991
97119,22,497.7,2020-10-14,3,67.80000000000001
97121,12,867.7,2020-10-14,0,0
97123,676,1517.8,2020-10-14,35,78.5
97124,411,850.1,2020-10-14,16,33.10000000000002
97127,36,962.6,2020-10-14,2,53.5
97128,473,1308.8,2020-10-14,39,107.89999999999986
97131,5,n/a,2020-10-14,0,0
97132,194,686.0,2020-10-14,20,70.70000000000005
97133,13,325.0,2020-10-14,0,0
97136,5,n/a,2020-10-14,0,0
97137,5,n/a,2020-10-14,0,0
97138,30,299.4,2020-10-14,0,0
97140,101,430.3,2020-10-14,5,21.30000000000001
97141,40,304.4,2020-10-14,4,30.399999999999977
97146,86,1456.4,2020-10-14,2,33.90000000000009
97148,19,557.8,2020-10-14,0,0
97201,85,549.0,2020-10-14,11,71.10000000000002
97202,185,477.3,2020-10-14,6,15.5
97203,368,1185.5,2020-10-14,27,87
97204,5,n/a,2020-10-14,0,0
97205,28,364.2,2020-10-14,3,39
97206,332,697.5,2020-10-14,23,48.299999999999955
97209,149,996.7,2020-10-14,8,53.60000000000002
97210,51,468.4,2020-10-14,4,36.69999999999999
97211,210,671.9,2020-10-14,14,44.799999999999955
97212,106,439.4,2020-10-14,6,24.899999999999977
97213,163,557.9,2020-10-14,16,54.799999999999955
97214,161,676.1,2020-10-14,6,25.200000000000045
97215,115,702.3,2020-10-14,1,6.099999999999909
97216,189,1212.0,2020-10-14,17,109
97217,212,674.3,2020-10-14,11,34.89999999999998
97218,196,1346.1,2020-10-14,5,34.399999999999864
97219,197,508.9,2020-10-14,12,31
97220,369,1295.0,2020-10-14,32,112.29999999999995
97221,51,438.5,2020-10-14,2,17.19999999999999
97222,253,723.3,2020-10-14,18,51.5
97223,314,672.4,2020-10-14,14,30
97224,208,668.3,2020-10-14,15,48.19999999999993
97225,156,645.3,2020-10-14,5,20.699999999999932
97227,35,909.8,2020-10-14,6,156
97229,271,465.5,2020-10-14,16,27.5
97230,591,1486.7,2020-10-14,30,75.5
97231,21,490.7,2020-10-14,2,46.80000000000001
97232,52,453.3,2020-10-14,8,69.80000000000001
97233,945,2400.5,2020-10-14,52,132.0999999999999
97236,852,2312.0,2020-10-14,39,105.90000000000009
97239,82,579.5,2020-10-14,3,21.200000000000045
97266,450,1351.4,2020-10-14,22,66.10000000000014
97267,207,671.2,2020-10-14,21,68.10000000000002
97301,880,1644.3,2020-10-14,60,112.09999999999991
97302,271,729.8,2020-10-14,21,56.5
97303,494,1277.7,2020-10-14,24,62.100000000000136
97304,322,1131.7,2020-10-14,13,45.700000000000045
97305,902,2245.1,2020-10-14,50,124.40000000000009
97306,279,1019.7,2020-10-14,11,40.200000000000045
97317,312,1281.1,2020-10-14,17,69.79999999999995
97321,153,613.8,2020-10-14,25,100.29999999999995
97322,253,743.3,2020-10-14,29,85.19999999999993
97324,5,n/a,2020-10-14,0,0
97325,48,725.7,2020-10-14,3,45.30000000000007
97327,5,n/a,2020-10-14,0,0
97330,173,417.1,2020-10-14,7,16.80000000000001
97331,27,1121.3,2020-10-14,0,0
97333,88,411.7,2020-10-14,13,60.89999999999998
97338,69,344.2,2020-10-14,10,49.89999999999998
97341,5,n/a,2020-10-14,0,0
97344,5,n/a,2020-10-14,0,0
97347,10,532.5,2020-10-14,5,0
97348,5,n/a,2020-10-14,0,0
97351,105,1018.7,2020-10-14,4,38.80000000000007
97352,24,428.3,2020-10-14,0,0
97355,155,541.7,2020-10-14,34,118.80000000000007
97358,5,n/a,2020-10-14,0,0
97360,5,n/a,2020-10-14,0,0
97361,73,648.4,2020-10-14,4,35.5
97362,70,1613.6,2020-10-14,4,92.19999999999982
97365,318,2959.8,2020-10-14,2,18.600000000000364
97366,10,684.9,2020-10-14,0,0
97367,94,998.3,2020-10-14,2,21.199999999999932
97368,5,n/a,2020-10-14,0,0
97370,44,532.0,2020-10-14,5,60.5
97374,18,341.8,2020-10-14,2,38
97375,16,1278.0,2020-10-14,2,159.79999999999995
97376,5,n/a,2020-10-14,0,0
97378,30,337.8,2020-10-14,1,11.300000000000011
97380,13,530.8,2020-10-14,0,0
97381,142,965.3,2020-10-14,10,68
97383,70,730.2,2020-10-14,5,52.200000000000045
97385,26,798.3,2020-10-14,2,61.39999999999998
97386,35,258.0,2020-10-14,9,66.4
97389,14,835.3,2020-10-14,0,0
97391,27,505.2,2020-10-14,6,112.19999999999999
97392,46,886.1,2020-10-14,7,134.80000000000007
97394,5,n/a,2020-10-14,0,0
97396,5,n/a,2020-10-14,0,0
